52026 silly lifecycle ansi-styles@2.1.0~preinstall: no script for preinstall, continuing
57417 silly linkStuff glob@5.0.15 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/rimraf/node_modules as its parent node_modules
57418 verbose linkBins glob@5.0.15
57419 verbose linkMans glob@5.0.15
57420 silly build rimraf@2.4.4
57421 info linkStuff rimraf@2.4.4
57422 silly linkStuff rimraf@2.4.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules as its parent node_modules
57423 verbose linkBins rimraf@2.4.4
57424 verbose link bins [ { rimraf: './bin.js' },
57424 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin',
57424 verbose link bins   false ]
57425 verbose linkMans rimraf@2.4.4
57426 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin/rimraf is being purged
57427 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin/rimraf
57428 silly build semver@5.1.0
57429 info linkStuff semver@5.1.0
57430 silly linkStuff semver@5.1.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules as its parent node_modules
57431 verbose linkBins semver@5.1.0
57432 verbose link bins [ { semver: './bin/semver' },
57432 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin',
57432 verbose link bins   false ]
57433 verbose linkMans semver@5.1.0
57434 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin/semver is being purged
57435 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/.bin/semver
57436 silly build debug@0.7.4
57437 info linkStuff debug@0.7.4
57438 silly linkStuff debug@0.7.4 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57439 verbose linkBins debug@0.7.4
57440 verbose linkMans debug@0.7.4
57441 silly build inherits@2.0.1
57442 info linkStuff inherits@2.0.1
57443 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream-ignore/node_modules as its parent node_modules
57444 verbose linkBins inherits@2.0.1
57445 verbose linkMans inherits@2.0.1
57446 silly build balanced-match@0.3.0
57447 info linkStuff balanced-match@0.3.0
57448 silly linkStuff balanced-match@0.3.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
57449 verbose linkBins balanced-match@0.3.0
57450 verbose linkMans balanced-match@0.3.0
57451 silly build concat-map@0.0.1
57452 info linkStuff concat-map@0.0.1
57453 silly linkStuff concat-map@0.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream-ignore/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
57454 verbose linkBins concat-map@0.0.1
57455 verbose linkMans concat-map@0.0.1
57456 silly build brace-expansion@1.1.2
57457 info linkStuff brace-expansion@1.1.2
57458 silly linkStuff brace-expansion@1.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream-ignore/node_modules/minimatch/node_modules as its parent node_modules
57459 verbose linkBins brace-expansion@1.1.2
57460 verbose linkMans brace-expansion@1.1.2
57461 silly build minimatch@3.0.0
57462 info linkStuff minimatch@3.0.0
57463 silly linkStuff minimatch@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream-ignore/node_modules as its parent node_modules
57464 verbose linkBins minimatch@3.0.0
57465 verbose linkMans minimatch@3.0.0
57466 silly build graceful-fs@4.1.2
57467 info linkStuff graceful-fs@4.1.2
57468 silly linkStuff graceful-fs@4.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream/node_modules as its parent node_modules
57469 verbose linkBins graceful-fs@4.1.2
57470 verbose linkMans graceful-fs@4.1.2
57471 silly build inherits@2.0.1
57472 info linkStuff inherits@2.0.1
57473 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/fstream/node_modules as its parent node_modules
57474 verbose linkBins inherits@2.0.1
57475 verbose linkMans inherits@2.0.1
57476 silly build fstream@1.0.8
57477 info linkStuff fstream@1.0.8
57478 silly linkStuff fstream@1.0.8 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57479 verbose linkBins fstream@1.0.8
57480 verbose linkMans fstream@1.0.8
57481 silly build fstream-ignore@1.0.3
57482 info linkStuff fstream-ignore@1.0.3
57483 silly linkStuff fstream-ignore@1.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57484 verbose linkBins fstream-ignore@1.0.3
57485 verbose linkMans fstream-ignore@1.0.3
57486 silly build once@1.1.1
57487 info linkStuff once@1.1.1
57488 silly linkStuff once@1.1.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57489 verbose linkBins once@1.1.1
57490 verbose linkMans once@1.1.1
57491 silly build core-util-is@1.0.2
57492 info linkStuff core-util-is@1.0.2
57493 silly linkStuff core-util-is@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57494 verbose linkBins core-util-is@1.0.2
57495 verbose linkMans core-util-is@1.0.2
57496 silly build inherits@2.0.1
57497 info linkStuff inherits@2.0.1
57498 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57499 verbose linkBins inherits@2.0.1
57500 verbose linkMans inherits@2.0.1
57501 silly build isarray@0.0.1
57502 info linkStuff isarray@0.0.1
57503 silly linkStuff isarray@0.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57504 verbose linkBins isarray@0.0.1
57505 verbose linkMans isarray@0.0.1
57506 silly build process-nextick-args@1.0.6
57507 info linkStuff process-nextick-args@1.0.6
57508 silly linkStuff process-nextick-args@1.0.6 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57509 verbose linkBins process-nextick-args@1.0.6
57510 verbose linkMans process-nextick-args@1.0.6
57511 silly build string_decoder@0.10.31
57512 info linkStuff string_decoder@0.10.31
57513 silly linkStuff string_decoder@0.10.31 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57514 verbose linkBins string_decoder@0.10.31
57515 verbose linkMans string_decoder@0.10.31
57516 silly build util-deprecate@1.0.2
57517 info linkStuff util-deprecate@1.0.2
57518 silly linkStuff util-deprecate@1.0.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules/readable-stream/node_modules as its parent node_modules
57519 verbose linkBins util-deprecate@1.0.2
57520 verbose linkMans util-deprecate@1.0.2
57521 silly build readable-stream@2.0.5
57522 info linkStuff readable-stream@2.0.5
57523 silly linkStuff readable-stream@2.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57524 verbose linkBins readable-stream@2.0.5
57525 verbose linkMans readable-stream@2.0.5
57526 silly build uid-number@0.0.3
57527 info linkStuff uid-number@0.0.3
57528 silly linkStuff uid-number@0.0.3 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar-pack/node_modules as its parent node_modules
57529 verbose linkBins uid-number@0.0.3
57530 verbose linkMans uid-number@0.0.3
57531 silly build graceful-fs@4.1.2
57532 info linkStuff graceful-fs@4.1.2
57533 silly linkStuff graceful-fs@4.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar/node_modules/fstream/node_modules as its parent node_modules
57534 verbose linkBins graceful-fs@4.1.2
57535 verbose linkMans graceful-fs@4.1.2
57536 silly build inherits@2.0.1
57537 info linkStuff inherits@2.0.1
57538 silly linkStuff inherits@2.0.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar/node_modules as its parent node_modules
57539 verbose linkBins inherits@2.0.1
57540 verbose linkMans inherits@2.0.1
57541 silly build fstream@1.0.8
57542 info linkStuff fstream@1.0.8
57543 silly linkStuff fstream@1.0.8 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar/node_modules as its parent node_modules
57544 verbose linkBins fstream@1.0.8
57545 verbose linkMans fstream@1.0.8
57546 silly build block-stream@0.0.8
57547 info linkStuff block-stream@0.0.8
57548 silly linkStuff block-stream@0.0.8 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules/tar/node_modules as its parent node_modules
57549 verbose linkBins block-stream@0.0.8
57550 verbose linkMans block-stream@0.0.8
57551 silly build tar@2.2.1
57552 info linkStuff tar@2.2.1
57553 silly linkStuff tar@2.2.1 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules as its parent node_modules
57554 verbose linkBins tar@2.2.1
57555 verbose linkMans tar@2.2.1
57556 silly build tar-pack@3.1.2
57557 info linkStuff tar-pack@3.1.2
57558 silly linkStuff tar-pack@3.1.2 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/node-pre-gyp/node_modules as its parent node_modules
57559 verbose linkBins tar-pack@3.1.2
57560 verbose linkMans tar-pack@3.1.2
57561 silly build node-pre-gyp@0.6.18
57562 info linkStuff node-pre-gyp@0.6.18
57563 silly linkStuff node-pre-gyp@0.6.18 has /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules as its parent node_modules
57564 verbose linkBins node-pre-gyp@0.6.18
57565 verbose link bins [ { 'node-pre-gyp': './bin/node-pre-gyp' },
57565 verbose link bins   '/Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/.bin',
57565 verbose link bins   false ]
57566 verbose linkMans node-pre-gyp@0.6.18
57567 silly gentlyRm /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/.bin/node-pre-gyp is being purged
57568 verbose gentlyRm don't care about contents; nuking /Users/andrewwerner/Projects/just_ballz/node_modules/sphero/node_modules/serialport/node_modules/.bin/node-pre-gyp
57569 silly build stat-mode@0.2.1
57570 info linkStuff stat-mode@0.2.1
57571 silly linkStuff stat-mode@0.2.1 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57572 verbose linkBins stat-mode@0.2.1
57573 verbose linkMans stat-mode@0.2.1
57574 silly build statuses@1.2.1
57575 info linkStuff statuses@1.2.1
57576 silly linkStuff statuses@1.2.1 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57577 verbose linkBins statuses@1.2.1
57578 verbose linkMans statuses@1.2.1
57579 silly build http-errors@1.3.1
57580 info linkStuff http-errors@1.3.1
57581 silly linkStuff http-errors@1.3.1 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57582 verbose linkBins http-errors@1.3.1
57583 verbose linkMans http-errors@1.3.1
57584 silly build string_decoder@0.10.31
57585 info linkStuff string_decoder@0.10.31
57586 silly linkStuff string_decoder@0.10.31 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57587 verbose linkBins string_decoder@0.10.31
57588 verbose linkMans string_decoder@0.10.31
57589 silly build readable-stream@1.0.33
57590 info linkStuff readable-stream@1.0.33
57591 silly linkStuff readable-stream@1.0.33 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57592 verbose linkBins readable-stream@1.0.33
57593 verbose linkMans readable-stream@1.0.33
57594 silly build stream-browserify@1.0.0
57595 info linkStuff stream-browserify@1.0.0
57596 silly linkStuff stream-browserify@1.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57597 verbose linkBins stream-browserify@1.0.0
57598 verbose linkMans stream-browserify@1.0.0
57599 silly build log4js@0.6.29
57600 info linkStuff log4js@0.6.29
57601 silly linkStuff log4js@0.6.29 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57602 verbose linkBins log4js@0.6.29
57603 verbose linkMans log4js@0.6.29
57604 silly build bl@0.9.4
57605 info linkStuff bl@0.9.4
57606 silly linkStuff bl@0.9.4 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57607 verbose linkBins bl@0.9.4
57608 verbose linkMans bl@0.9.4
57609 silly build readable-stream@1.1.13
57610 info linkStuff readable-stream@1.1.13
57611 silly linkStuff readable-stream@1.1.13 has /Users/andrewwerner/Projects/just_ballz/node_modules/node-libs-browser/node_modules as its parent node_modules
57612 verbose linkBins readable-stream@1.1.13
57613 verbose linkMans readable-stream@1.1.13
57614 silly build stringstream@0.0.5
57615 info linkStuff stringstream@0.0.5
57616 silly linkStuff stringstream@0.0.5 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57617 verbose linkBins stringstream@0.0.5
57618 verbose linkMans stringstream@0.0.5
57619 silly build strip-ansi@3.0.0
57620 info linkStuff strip-ansi@3.0.0
57621 silly linkStuff strip-ansi@3.0.0 has /Users/andrewwerner/Projects/just_ballz/node_modules as its parent node_modules
57622 verbose linkBins strip-ansi@3.0.0
